抓取时间,抓取时刻,订单号,安,非,赔,保,农,订单标题,金额(元）,年利率,期限（月）,还款方式,每月还款金额,进度,借款状态,剩余时间,结束时间,总投标数,浏览量,借款id,借入信用等级,借入信用分数,借出信用分数,成功次数,流标次数,身份认证,视频认证,学历认证,手机认证,借款目的,性别,年龄,婚姻状况,文化程度,住宅状况,是否购车,户口所在地,毕业学校,学历,学习形式,网站认证,淘宝网认证,卖家信用等级（皇冠数*10+钻石数*1）,关于我,我想要使用这笔款项做什么,我的还款能力说明
2014/05/12,16:31:04,100120,0,0,0,0,0,急！急！急需求资金周转,100000,10,12,等额本息，每月还款,8792,0.00,投标已结束,,2007/10/7,0,9,sweet3333,HR,17,0,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:31:12,100121,0,0,0,0,0,我要二次创业，需要您的帮助,50000,8,18,等额本息，每月还款,2957,0.20,投标已结束,,2007/10/19,1,58,djiesw888,HR,12,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:31:20,100122,0,0,0,0,0,借款用于参加英语学习培训,8000,9,6,等额本息，每月还款,1372,5.00,投标已结束,,2007/10/10,3,49,yarkshow,E,36,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:31:24,100123,0,0,0,0,0,大四学生创业筹集公司成立资金,15000,6,8,等额本息，每月还款,1917,0.00,投标已结束,,2007/10/10,0,20,arthur,E,42,20,0,1,0,1,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:31:28,100124,0,0,0,0,0,相信会有人帮我迈过这个坎的,20000,8,12,等额本息，每月还款,1740,0.50,投标已结束,,2007/10/21,1,108,mj6869,E,32,10,0,8,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:31:44,100125,0,0,0,0,0,创业借款，请有心人帮助,50000,12,12,等额本息，每月还款,4442,0.00,投标已结束,,2007/10/15,0,77,sweet3333,HR,17,0,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:31:49,100126,0,0,0,0,0,想买笔记本电脑，还差一点钱,3000,4,3,等额本息，每月还款,1007,0.00,投标已结束,,2007/10/18,0,7,fendy,A,131,11051,8,0,1,1,1,1,,,,,,,,,,,,0,,,,,
2014/05/12,16:32:00,100128,0,0,0,0,0,"海外虚拟交易项目,低风险,成熟,欧美强劲购买力是您赢利的保证",100000,11,12,等额本息，每月还款,8882,0.00,投标已结束,,2007/10/31,0,27,wowgold,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:32:04,100129,0,0,0,0,0,买600550. 未来的世界能源公司,50000,12,9,等额本息，每月还款,5837,0.00,投标已结束,,2007/10/30,0,53,zxx100,E,32,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:32:07,100130,0,0,0,0,0,希望你们能帮我在结婚前能买上房，谢谢你们了,100000,5,36,等额本息，每月还款,2997,0.05,投标已结束,,2007/10/22,1,42,wangyan,E,29,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:32:21,100131,0,0,0,0,0,我需要你的帮助，可以吗？,10000,10,12,等额本息，每月还款,879,2.00,投标已结束,,2007/10/31,2,125,aldzr,E,38,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:32:25,100133,0,0,0,0,0,项目筹资--投资运输,100000,10,24,等额本息，每月还款,4614,0.00,投标已结束,,2007/10/24,0,24,wy2003,E,29,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:32:30,100134,0,0,0,0,0,旅游借款，结果如何？？,5000,10,6,等额本息，每月还款,858,0.00,投标已结束,,2007/10/25,0,6,sweet3333,HR,17,0,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:32:37,100135,0,0,0,0,0,旅游借款，结果如何？？,5000,10,6,等额本息，每月还款,858,1.97,投标已结束,,2007/10/25,1,110,sweet3333,HR,17,0,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:32:45,100136,0,0,0,0,0,我要二次创业，需要您的帮助,50000,8,18,等额本息，每月还款,2957,0.00,投标已结束,,2007/10/28,0,27,djiesw888,HR,12,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:32:49,100137,0,0,0,0,0,相信会有人办我迈过这个坎的,20000,9,12,等额本息，每月还款,1749,1.00,投标已结束,,2007/12/5,1,100,mj6869,E,32,10,0,8,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:33:00,100138,0,0,0,0,0,相信会有人帮我迈过这个坎的,20000,9,12,等额本息，每月还款,1749,0.00,投标已结束,,2007/10/31,0,33,mj6869,E,32,10,0,8,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:33:08,100139,0,0,0,0,0,项目启动借款：研究生创业，有项目缺启动资金，向朋友们借款,30000,25,36,等额本息，每月还款,1203,0.00,投标已结束,,2007/11/12,0,55,kury,E,29,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:33:14,100140,0,0,0,0,0,房子的首付款，房子啊房子,40000,10,6,等额本息，每月还款,6862,0.38,投标已结束,,2007/11/9,1,38,yaoguai000,HR,15,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:33:18,100141,0,0,0,0,0,急用，请各位帮忙！谢谢！,60000,12,12,等额本息，每月还款,5331,0.17,投标已结束,,2007/11/18,1,54,jinqf,E,26,10,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:33:47,100142,0,0,0,0,0,急用，请各位帮忙！谢谢！,100000,8,12,等额本息，每月还款,8699,0.10,投标已结束,,2007/11/3,1,45,jinqf,E,26,10,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:33:59,100143,0,0,0,0,0,外汇交易投资理财融资,50000,10,6,等额本息，每月还款,8578,0.00,投标已结束,,2007/11/5,0,17,aileenzlp,HR,22,0,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:34:08,100144,0,0,0,0,0,大哥大姐支持下我可以吗?,5000,10,6,等额本息，每月还款,858,0.00,投标已结束,,2007/11/6,0,38,feifei,HR,12,0,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:34:12,100145,0,0,0,0,0,能否借助大家的力帮我度过难关,10000,7,24,等额本息，每月还款,448,0.00,投标已结束,,2007/11/4,0,10,cyj9011,E,32,10,0,3,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:34:17,100146,0,0,0,0,0,借钱买基金，望各位帮忙,3000,6,3,等额本息，每月还款,1010,0.00,投标已结束,,2007/11/6,0,12,fendy,A,131,11051,8,0,1,1,1,1,,,,,,,,,,,,0,,,,,
2014/05/12,16:34:23,100147,0,0,0,0,0,诚恳朋友帮我迈过这个坎,20000,8,12,等额本息，每月还款,1740,1.00,投标已结束,,2007/11/15,2,77,mj6869,E,32,10,0,8,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:34:29,100148,0,0,0,0,0,第二次创业，需要大家的支持，谢谢 ,5000,8,18,等额本息，每月还款,296,0.00,投标已结束,,2007/11/20,0,51,feng,HR,23,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:34:36,100149,0,0,0,0,0,旅游时疯狂的后果，请大家支持！,3000,9,6,等额本息，每月还款,513,5.00,投标已结束,,2007/11/19,1,49,sweet3333,HR,17,0,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:34:42,100150,0,0,0,0,0,紧急情况，急需帮忙弥补我的疏忽！,23000,12,24,等额本息，每月还款,1083,0.77,投标已结束,,2007/11/21,3,73,v_girl,HR,19,0,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:34:47,100151,0,0,0,0,0,生意周转急需借款十万元,100000,12,1,等额本息，每月还款,101000,0.00,投标已结束,,2007/11/18,0,27,wangold,E,31,22,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:34:54,100152,0,0,0,0,0,项目投资急需流动资金,20000,9,12,等额本息，每月还款,1749,0.00,投标已结束,,2007/12/6,0,38,my23some,HR,24,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:35:01,100153,0,0,0,0,0,希望你们能帮我在结婚前能买上房，谢谢你们了,100000,6,6,等额本息，每月还款,16960,0.75,投标已结束,,2007/12/5,3,112,wangyan,E,29,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:35:04,100154,0,0,0,0,0,高利率急贷流动资金10万元,100000,12,1,等额本息，每月还款,101000,100.00,借款成功,,2007/11/29,2,910,wangold,E,31,22,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:35:08,100155,0,0,0,0,0,紧急情况，急需帮忙！,20000,15,24,等额本息，每月还款,970,0.00,投标已结束,,2007/11/24,0,53,v_girl,HR,19,0,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:35:11,100156,0,0,0,0,0,紧急情况请大家帮帮忙！！！,22000,15,24,等额本息，每月还款,1067,0.00,投标已结束,,2007/11/29,0,18,v_girl,HR,19,0,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:35:27,100160,0,0,0,0,0,想做点小买卖~~~~~~~~~~~~,5000,15,6,等额本息，每月还款,870,0.00,投标已结束,,2007/12/1,0,13,shanningwj,HR,25,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:35:32,100161,0,0,0,0,0,我相信明天会更好，谢谢,10000,3,12,等额本息，每月还款,847,1.00,投标已结束,,2007/12/1,1,25,aaaiii147,HR,25,10,0,7,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:35:38,100162,0,0,0,0,0,开店做生意做点事业，有人帮忙吗？,30000,5,12,等额本息，每月还款,2568,0.00,投标已结束,,2007/12/4,0,11,dhjm12,HR,10,0,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:35:42,100163,0,0,0,0,0,名特优农产品外销宣传启动资金,60000,15,24,等额本息，每月还款,2909,0.75,投标已结束,,2007/12/6,4,113,adu1011,E,44,20,0,6,0,1,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:35:47,100164,0,0,0,0,0,货款遗失，急需帮忙！,22000,15,24,等额本息，每月还款,1067,0.00,投标已结束,,2007/12/8,0,53,v_girl,HR,19,0,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:35:58,100165,0,0,0,0,0,朋友不只是在现实中，也以诚信为平台－名特优农产品外销宣传启,60000,10,24,等额本息，每月还款,2769,0.00,投标已结束,,2007/12/10,0,16,adu1011,E,44,20,0,6,0,1,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:36:07,100167,0,0,0,0,0,资金周转          ,8000,20,2,等额本息，每月还款,4100,6.25,投标已结束,,2007/12/10,1,38,jinqf,E,26,10,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:36:17,100168,0,0,0,0,0,诚心、诚信向各位朋友们借款,60000,10,24,等额本息，每月还款,2769,1.67,投标已结束,,2007/12/11,1,89,adu1011,E,44,20,0,6,0,1,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:36:24,100169,0,0,0,0,0,获取代理韩国名牌产品代理店资格,50000,15,6,等额本息，每月还款,8702,0.00,投标已结束,,2007/12/26,0,58,13811057536,E,29,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:36:28,100170,0,0,0,0,0,开店做生意。。。有人帮助,30000,10,10,等额本息，每月还款,3139,0.00,投标已结束,,2007/12/15,0,23,dhjm12,HR,10,0,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:36:32,100171,0,0,0,0,0,资金周转急用，望大家帮忙！,25000,12,12,等额本息，每月还款,2221,0.00,投标已结束,,2007/12/19,0,29,v_girl,HR,19,0,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:36:38,100172,0,0,0,0,0,谢谢大家，明天会更好的,10000,3,6,等额本息，每月还款,1681,3.00,投标已结束,,2007/12/29,2,110,aaaiii147,HR,25,10,0,7,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:36:44,100173,0,0,0,0,0,短期周转还信用卡的钱,5000,7,1,等额本息，每月还款,5029,100.00,借款成功,,2007/12/14,4,619,jackgu,A,149,328341,34,0,1,0,1,1,,,,,,,,,,,,0,,,,,
2014/05/12,16:36:58,100174,0,0,0,0,0,三番两次发表借款信息，无奈之举,60000,12,18,等额本息，每月还款,3659,0.00,投标已结束,,2007/12/16,0,52,adu1011,E,44,20,0,6,0,1,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:37:05,100175,0,0,0,0,0,应届毕业生欲借现金--注销信用卡,10000,10,12,等额本息，每月还款,879,0.00,投标已结束,,2007/12/14,0,50,dangerousa,HR,23,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:37:13,100177,0,0,0,0,0,家庭装修，短期内急需一笔钱。。。,30000,20,18,等额本息，每月还款,1943,0.67,投标已结束,,2007/12/19,1,34,leozzh,E,35,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:37:21,100178,0,0,0,0,0,公司注册资本垫资用贷款,100000,25,2,等额本息，每月还款,51568,0.00,投标已结束,,2007/12/29,0,42,fairyimp,E,27,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:37:27,100179,0,0,0,0,0,筹集最后一学年的学费,6000,10,12,等额本息，每月还款,527,3.33,投标已结束,,2007/12/24,1,62,zhangsiqian,HR,25,10,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:37:55,100180,0,0,0,0,0,资金周转，借用2个月,8000,25,2,等额本息，每月还款,4125,20.00,投标已结束,,2007/12/24,3,68,jinqf,E,26,10,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:37:59,100181,0,0,0,0,0,投资借款：准备做一笔投资，向朋友借款,80000,6,12,等额本息，每月还款,6885,0.00,投标已结束,,2007/12/26,0,17,feng,HR,23,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:38:04,100182,0,0,0,0,0,相信会有人办我迈过这个坎的,20000,10,6,等额本息，每月还款,3431,0.00,投标已结束,,2007/12/29,0,31,mj6869,E,32,10,0,8,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:38:10,100183,0,0,0,0,0,筹集最后一学年的学费~~,6000,12,12,等额本息，每月还款,533,0.00,投标已结束,,2008/1/1,0,39,zhangsiqian,HR,25,10,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:38:14,100184,0,0,0,0,0,谢谢大家，明天会更好的,10000,8,24,等额本息，每月还款,452,0.00,投标已结束,,2008/1/13,0,36,aaaiii147,HR,25,10,0,7,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:38:20,100185,0,0,0,0,0,诚求大家帮助，诚信借款,20000,9,12,等额本息，每月还款,1749,0.00,投标已结束,,2008/1/20,0,36,mj6869,E,32,10,0,8,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:38:26,100186,0,0,0,0,0,本人想做点生意，望有人帮助？？？,25000,10,10,等额本息，每月还款,2616,0.00,投标已结束,,2008/1/8,0,13,dhjm12,HR,10,0,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:38:30,100187,0,0,0,0,0,准备开一家烤鸭店，还需要一点钱！,20000,10,6,等额本息，每月还款,3431,1.00,投标已结束,,2008/1/9,1,39,gzf3000,E,31,10,0,3,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:38:41,100188,0,0,0,0,0,筹集最后一学年的学费~~ ,6000,12,12,等额本息，每月还款,533,5.00,投标已结束,,2008/1/10,2,55,zhangsiqian,HR,25,10,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:38:43,100189,0,0,0,0,0,成为阿里巴巴诚信通会员的费用,3000,10,12,等额本息，每月还款,264,0.00,投标已结束,,2008/1/13,0,51,zxx100,E,32,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:38:46,100190,0,0,0,0,0,"急用,希望大家帮助,多谢合作",5000,10,6,等额本息，每月还款,858,0.00,投标已结束,,2008/1/27,0,24,mu529100,HR,23,10,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:38:52,100191,0,0,0,0,0,筹集最后一个学期的学费~~~~,6000,12,12,等额本息，每月还款,533,0.00,投标已结束,,2008/1/20,0,25,zhangsiqian,HR,25,10,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:38:56,100192,0,0,0,0,0,开店筹集启动资金，希望各位帮忙,50000,15,6,等额本息，每月还款,8702,0.00,投标已结束,,2008/1/22,0,14,jinqf,E,26,10,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:39:04,100193,0,0,0,0,0,工资最近学车，买笔记本了，借点钱买台液晶电视送妹妹作结婚礼物,7000,12,12,等额本息，每月还款,622,0.00,投标已结束,,2008/1/29,0,28,renlu,HR,25,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:39:17,100194,0,0,0,0,0,周转资金，用做店铺的流动资金,20000,5,12,等额本息，每月还款,1712,0.00,投标已结束,,2008/1/22,0,8,luojinwen,E,28,10,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:39:23,100195,0,0,0,0,0,资金周转，诚信交易，感谢,30000,15,12,等额本息，每月还款,2708,0.17,投标已结束,,2008/1/23,1,37,luojinwen,E,28,10,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:39:34,100196,0,0,0,0,0,借款急需过年期间周转,3000,12,3,等额本息，每月还款,1020,0.00,投标已结束,,2008/1/21,0,17,weiyi-007,HR,19,22,3,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:39:38,100197,0,0,0,0,0,广告媒体网站建设周转融资,40000,12,24,等额本息，每月还款,1883,0.00,投标已结束,,2008/1/28,0,32,iing2008,E,26,10,0,13,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:39:48,100199,0,0,0,0,0,诚信交易，资金周转需要。,40000,12,12,等额本息，每月还款,3554,0.00,投标已结束,,2008/1/25,0,12,luojinwen,E,28,10,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:40:17,100200,0,0,0,0,0,HP Compaq 8510w 笔记本,15000,15,10,等额本息，每月还款,1605,0.00,投标已结束,,2008/1/28,0,22,sinabor,E,36,148,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:40:22,100201,0,0,0,0,0,一个月的短期高息借款,5000,27,1,等额本息，每月还款,5113,4.00,投标已结束,,2008/1/29,2,65,bobo,E,28,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:40:32,100202,0,0,0,0,0,借款用于生意上的周转,100000,12,12,等额本息，每月还款,8885,0.20,投标已结束,,2008/2/5,1,85,zsq517,E,29,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:41:47,100203,0,0,0,0,0,谢谢大家，明天会更好的,10000,8,24,等额本息，每月还款,452,0.00,投标已结束,,2008/2/4,0,21,aaaiii147,HR,25,10,0,7,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:41:52,100204,0,0,0,0,0,肛宝痔疮坐疗仪代理需要5万元扩大经营,50000,9,24,等额本息，每月还款,2284,0.00,投标已结束,,2008/2/15,0,22,cn0398,E,37,10,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:41:58,100205,0,0,0,0,0,借钱供一个纺织企业做相应的周转,150000,14,4,等额本息，每月还款,25733,100.00,借款成功,,2008/1/31,3,127,zjc,HR,18,10,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:42:02,100206,0,0,0,0,0,特别须要您的帮助与支持,20000,10,24,等额本息，每月还款,923,0.00,投标已结束,,2008/2/22,0,17,zuhyang,E,29,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:42:06,100207,0,0,0,0,0,借用于短期的资金周转,30000,24,6,等额本息，每月还款,5356,0.00,投标已结束,,2008/8/28,0,17,janel,E,31,10,0,11,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:42:18,100208,0,0,0,0,0,借用于短期的资金周转,40000,24,8,等额本息，每月还款,0,0.00,投标已结束,,2008/6/21,0,51,janel,E,31,10,0,11,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:42:24,100209,0,0,0,0,0,借用于短期的资金周转,30000,15,6,等额本息，每月还款,5221,1.67,投标已结束,,2008/2/12,1,31,janel,E,31,10,0,11,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:42:48,100210,0,0,0,0,0,月息二分求短期借款1万元,10000,24,6,等额本息，每月还款,1785,13.00,投标已结束,,2008/2/16,4,100,rongrong,E,29,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:42:55,100211,0,0,0,0,0,"为下学期学费,多谢合作",5000,15,12,等额本息，每月还款,451,2.00,投标已结束,,2008/2/18,1,29,mu529100,HR,23,10,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:44:15,100213,0,0,0,0,0,融资进行一个理财项目,50000,15,6,等额本息，每月还款,8702,0.00,投标已结束,,2008/2/12,0,16,aileenzlp,HR,22,0,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:44:19,100214,0,0,0,0,0,网站融资前期准备资金,10000,22,12,等额本息，每月还款,936,3.00,投标已结束,,2008/2/13,3,49,iing2008,E,26,10,0,13,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:44:32,100215,0,0,0,0,0,谁能借我3000？日期半年,3000,5,6,等额本息，每月还款,507,0.00,投标已结束,,2008/2/14,0,25,68483057,E,26,10,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:44:40,100216,0,0,0,0,0,借款用于生意上的周转,90000,10,12,等额本息，每月还款,7912,0.00,投标已结束,,2008/2/17,0,26,zsq517,E,29,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:44:45,100218,0,0,0,0,0,借款5千，为了买笔记本电脑,5000,5,2,等额本息，每月还款,2516,2.00,投标已结束,,2008/2/25,1,37,vampiremyl,D,51,672,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:44:58,100220,0,0,0,0,0,年底结婚，结婚费用、喜酒费用缺少部分资金,20000,10,3,等额本息，每月还款,6778,100.00,借款成功,,2008/2/17,2,472,xujiedong,HR,5,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:45:02,100221,0,0,0,0,0,2008年5月的预产期生育费用和bb费用,15000,8,8,等额本息，每月还款,1932,100.00,借款成功,,2008/2/17,2,399,clarezhu,E,37,10,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:45:07,100222,0,0,0,0,0,本人现经营一木材场 现资金周转不灵 欲借30万元周转 息资面,100000,9,6,等额本息，每月还款,17107,0.00,投标已结束,,2008/2/20,0,14,lxlxlx,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:45:14,100224,0,0,0,0,0,开设个人摄影工作室资金周转,30000,15,6,等额本息，每月还款,5221,0.67,投标已结束,,2008/2/28,1,24,janel,E,31,10,0,11,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:45:22,100225,0,0,0,0,0,投资指纹门锁-低风险生意，15%年利率。,40000,15,24,等额本息，每月还款,1939,100.00,借款成功,,2008/2/20,3,552,neolu,HR,25,10,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:45:26,100226,0,0,0,0,0,筹集新式人机输入设备研发经费,20000,10,36,等额本息，每月还款,645,100.00,借款成功,,2008/2/20,2,391,neolu,HR,25,10,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:45:35,100227,0,0,0,0,0,改善居住求贷10万元,100000,5,24,等额本息，每月还款,4387,0.20,投标已结束,,2008/2/20,1,36,wangold,E,31,22,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:45:40,100228,0,0,0,0,0,借款还贷，望大家鼎力支持,100000,5,1,等额本息，每月还款,100417,0.30,投标已结束,,2008/2/20,2,33,jianye87,HR,5,0,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:45:48,100229,0,0,0,0,0,帮帮忙，借款用于还贷,100000,5,12,等额本息，每月还款,8584,0.10,投标已结束,,2008/2/20,1,24,jianye87,HR,5,0,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:45:53,100230,0,0,0,0,0,网站融资前的准备资金,50000,22,12,等额本息，每月还款,4680,0.70,投标已结束,,2008/2/20,3,56,iing2008,E,26,10,0,13,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:46:00,100231,0,0,0,0,0,借款用于资金短期周转,5000,27,1,等额本息，每月还款,5113,0.00,投标已结束,,2008/9/1,0,29,janel,E,31,10,0,11,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:46:06,100232,0,0,0,0,0,用于个人创业的启动资金,40000,24,6,等额本息，每月还款,7141,0.50,投标已结束,,2008/3/2,1,43,janel,E,31,10,0,11,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:46:11,100233,0,0,0,0,0,明天会好更好的谢谢大家,10000,5,24,等额本息，每月还款,439,0.00,投标已结束,,2008/2/29,0,22,aaaiii147,HR,25,10,0,7,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:46:16,100234,0,0,0,0,0,创业启动基金、诚信借款,50000,15,24,等额本息，每月还款,2424,0.10,投标已结束,,2008/3/1,1,43,luojinwen,E,28,10,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:46:20,100235,0,0,0,0,0,专升本第二学期小额学费贷款,10000,0,36,等额本息，每月还款,278,100.00,借款成功,,2008/2/19,1,483,yingma,HR,25,10,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:46:25,100236,0,0,0,0,0,依然筹集下学期的学费~~~`,6000,12,12,等额本息，每月还款,533,0.00,投标已结束,,2008/2/22,0,18,zhangsiqian,HR,25,10,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:46:28,100237,0,0,0,0,0,求助各位帮助诚信为本,20000,8,12,等额本息，每月还款,1740,0.00,投标已结束,,2008/2/22,0,6,chenyunhua,HR,22,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:46:31,100238,0,0,0,0,0,需求资金创业，望您的帮助！,60000,23,5,等额本息，每月还款,12706,0.00,投标已结束,,2008/2/23,0,7,sujie,HR,4,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:46:34,100239,0,0,0,0,0,买地还差10万3个月还清,100000,26,3,等额本息，每月还款,34788,1.05,投标已结束,,2008/2/20,2,40,liuqideng,E,28,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,16:46:39,100240,0,0,0,0,0,"铺货资金短缺,请各位帮忙.",8000,27,8,等额本息，每月还款,1104,0.00,投标已结束,,2008/2/22,0,27,vvtve,E,42,20,0,11,0,1,0,0,,,,,,,,,,,,0,,,,,
